Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Id,Customer Lname,Customer State,Customer Zipcode,order date (DateOrders),Order City,Order Country,Order Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Quantity,Sales,Order Item Total,Product Name,shipping date (DateOrders),Shipping Mode,Product Weight,Weight Unit
DEBIT,1,0,17.92000008,63.99000168,Late delivery,1,Trade-In,Brooklyn,EE. UU.,517,Russell,NY,11211,1/20/2016 21:11,Chittagong,Bangladés,26367,1.980000019,0.029999999,65996,21.98999977,3,65.97000122,63.99000168,Glove It Women's Mod Oval 3-Zip Carry All Gol,1/21/2016 9:11,Same Day,1,kg
DEBIT,3,2,-114.4100037,143.0099945,Late delivery,1,DVDs,Glen Burnie,EE. UU.,15095,Johnston,MD,21061,11/10/2017 7:59,Murcia,España,71542,21.37000084,0.129999995,174857,164.3800049,1,164.3800049,143.0099945,DVDs ,11/13/2017 7:59,Second Class,1,kg
DEBIT,4,2,113.3799973,269.9599915,Late delivery,1,Cleats,Hendersonville,EE. UU.,3300,Simpson,TN,37075,05/12/2016 21:12,Milwaukee,Estados Unidos,34108,30,0.100000001,85141,59.99000168,5,299.9500122,269.9599915,Perfect Fitness Perfect Rip Deck,5/16/2016 21:12,Second Class,1,kg
DEBIT,5,4,-171.5899963,114.3899994,Late delivery,1,Men's Footwear,Bountiful,EE. UU.,2057,Smith,UT,84010,9/25/2016 14:00,Cairo,Egipto,43404,15.60000038,0.119999997,108411,129.9900055,1,129.9900055,114.3899994,Nike Men's CJ Elite 2 TD Football Cleat,9/30/2016 14:00,Standard Class,1,kg
DEBIT,3,4,15.44999981,33.59000015,Advance shipping,0,Shop By Sport,Hanover,EE. UU.,10693,Sparks,PA,17331,11/27/2016 0:46,Bauchi,Nigeria,47682,6.400000095,0.159999996,119229,39.99000168,1,39.99000168,33.59000015,Under Armour Girls' Toddler Spine Surge Runni,11/30/2016 0:46,Standard Class,1,kg
DEBIT,4,4,50.84999847,339.0299988,Shipping on time,0,Cameras ,Quincy,EE. UU.,13456,Beard,MA,2169,10/17/2017 9:47,Hartlepool,Reino Unido,69903,113.0100021,0.25,173218,452.0400085,1,452.0400085,339.0299988,Web Camera,10/21/2017 9:47,Standard Class,1,kg
DEBIT,6,4,30.26000023,126.0899963,Late delivery,1,Men's Footwear,Roseville,EE. UU.,4040,Hart,MI,48066,9/29/2015 15:33,Caen,Francia,18610,3.900000095,0.029999999,46516,129.9900055,1,129.9900055,126.0899963,Nike Men's CJ Elite 2 TD Football Cleat,10/05/2015 15:33,Standard Class,1,kg
DEBIT,6,4,56.15999985,124.7900009,Late delivery,1,Men's Footwear,Roseville,EE. UU.,4040,Hart,MI,48066,9/29/2015 15:33,Caen,Francia,18610,5.199999809,0.039999999,46515,129.9900055,1,129.9900055,124.7900009,Nike Men's CJ Elite 2 TD Football Cleat,10/05/2015 15:33,Standard Class,1,kg
DEBIT,4,4,41.88999939,149.5899963,Shipping on time,0,Golf Bags & Carts,Mount Pleasant,EE. UU.,11899,Taylor,MI,48858,08/11/2017 21:57,Getxo,España,65348,20.39999962,0.119999997,163329,169.9900055,1,169.9900055,149.5899963,Ogio Race Golf Shoes,8/15/2017 21:57,Standard Class,1,kg
TRANSFER,2,1,21.84000015,218.3999939,Late delivery,1,Golf Shoes,Caguas,Puerto Rico,5594,Davidson,PR,725,03/09/2016 9:22,Edogawa-ku,Japón,29690,41.59999847,0.159999996,74282,65,4,260,218.3999939,LIJA Women's Eyelet Sleeveless Golf Polo,03/11/2016 9:22,First Class,1,kg
CASH,4,4,36.02999878,106.5899963,Shipping on time,0,Golf Apparel,New York,EE. UU.,3199,Hernandez,NY,10031,6/29/2017 23:57,Helsinki,Finlandia,62408,23.39999962,0.180000007,155996,129.9900055,1,129.9900055,106.5899963,TaylorMade Women's RBZ SL Rescue,07/03/2017 23:57,Standard Class,1,kg
TRANSFER,3,4,22.79999924,113.9899979,Advance shipping,0,Golf Apparel,Caguas,Puerto Rico,865,Smith,PR,725,06/01/2017 19:26,São Gonçalo,Brasil,60477,6,0.050000001,151348,119.9899979,1,119.9899979,113.9899979,Cleveland Golf Women's 588 RTX CB Satin Chrom,06/04/2017 19:26,Standard Class,1,kg
TRANSFER,5,4,16.95999908,52.16999817,Late delivery,1,Golf Apparel,Caguas,Puerto Rico,1473,Young,PR,725,01/06/2015 19:26,Córdoba,México,399,7.800000191,0.129999995,993,19.98999977,3,59.97000122,52.16999817,Top Flite Women's 2014 XL Hybrid,01/11/2015 19:26,Standard Class,1,kg
TRANSFER,6,4,2.809999943,9.68999958,Late delivery,1,Toys,Caguas,Puerto Rico,16828,Olson,PR,725,12/05/2017 15:08,Surabaya,Indonesia,73275,1.850000024,0.159999996,176590,11.53999996,1,11.53999996,9.68999958,Toys ,12/11/2017 15:08,Standard Class,1,kg
TRANSFER,2,1,4.190000057,11.53999996,Shipping canceled,0,Toys,Antioch,EE. UU.,16787,Cohen,TN,37013,12/05/2017 0:46,Canberra,Australia,73234,0,0,176549,11.53999996,1,11.53999996,11.53999996,Toys ,12/07/2017 0:46,First Class,1,kg
TRANSFER,3,4,54,199.9900055,Advance shipping,0,Water Sports,Azusa,EE. UU.,12075,Carr,CA,91702,9/22/2017 8:35,Harrow,Reino Unido,68187,0,0,170481,199.9900055,1,199.9900055,199.9900055,Pelican Sunstream 100 Kayak,9/25/2017 8:35,Standard Class,1,kg
PAYMENT,6,4,66.5,189.9900055,Late delivery,1,Water Sports,Mount Pleasant,EE. UU.,3334,Smith,MI,48858,9/21/2017 23:08,Biarritz,Francia,68160,10,0.050000001,170423,199.9900055,1,199.9900055,189.9900055,Pelican Sunstream 100 Kayak,9/27/2017 23:08,Standard Class,1,kg
PAYMENT,6,4,14.17000008,188.9900055,Late delivery,1,Water Sports,Mount Pleasant,EE. UU.,3334,Smith,MI,48858,9/21/2017 23:08,Biarritz,Francia,68160,11,0.059999999,170422,199.9900055,1,199.9900055,188.9900055,Pelican Sunstream 100 Kayak,9/27/2017 23:08,Standard Class,1,kg
DEBIT,2,4,36.95999908,175.9900055,Advance shipping,0,Water Sports,Martinez,EE. UU.,7174,Smith,CA,94553,9/17/2017 3:52,Beaune,Francia,67831,24,0.119999997,169591,199.9900055,1,199.9900055,175.9900055,Pelican Sunstream 100 Kayak,9/19/2017 3:52,Standard Class,1,kg
CASH,6,4,43.5,149.9900055,Late delivery,1,Water Sports,Florissant,EE. UU.,9553,Smith,MO,63031,9/15/2017 16:29,Halesowen,Reino Unido,67730,50,0.25,169322,199.9900055,1,199.9900055,149.9900055,Pelican Sunstream 100 Kayak,9/21/2017 16:29,Standard Class,1,kg
DEBIT,5,4,72,149.9900055,Late delivery,1,Water Sports,Normal,EE. UU.,6722,Smith,IL,61761,09/10/2017 18:46,Cagliari,Italia,67394,50,0.25,168455,199.9900055,1,199.9900055,149.9900055,Pelican Sunstream 100 Kayak,9/15/2017 18:46,Standard Class,1,kg
TRANSFER,5,4,-18.97999954,167.9900055,Late delivery,1,Water Sports,New Bedford,EE. UU.,9821,Smith,MA,2740,8/31/2017 4:46,Derby,Reino Unido,66669,32,0.159999996,166648,199.9900055,1,199.9900055,167.9900055,Pelican Sunstream 100 Kayak,09/05/2017 4:46,Standard Class,1,kg
TRANSFER,6,4,34.20000076,189.9900055,Late delivery,1,Water Sports,Cleveland,EE. UU.,6326,Harris,OH,44118,8/19/2017 5:50,Ghent,Bélgica,65850,10,0.050000001,164563,199.9900055,1,199.9900055,189.9900055,Pelican Sunstream 100 Kayak,8/25/2017 5:50,Standard Class,1,kg
DEBIT,4,4,-141.7400055,188.9900055,Shipping on time,0,Water Sports,Mount Pleasant,EE. UU.,11899,Taylor,MI,48858,08/11/2017 21:57,Getxo,España,65348,11,0.059999999,163328,199.9900055,1,199.9900055,188.9900055,Pelican Sunstream 100 Kayak,8/15/2017 21:57,Standard Class,1,kg
DEBIT,4,2,21.09000015,189.9900055,Late delivery,1,Water Sports,Bronx,EE. UU.,2375,Smith,NY,10467,08/10/2017 2:10,Espoo,Finlandia,65223,10,0.050000001,163001,199.9900055,1,199.9900055,189.9900055,Pelican Sunstream 100 Kayak,8/14/2017 2:10,Second Class,1,kg
TRANSFER,4,4,54.3199997,193.9900055,Shipping on time,0,Water Sports,Highland,EE. UU.,12101,Smith,CA,92346,6/25/2017 4:20,Viena,Austria,62078,6,0.029999999,155223,199.9900055,1,199.9900055,193.9900055,Pelican Sunstream 100 Kayak,6/29/2017 4:20,Standard Class,1,kg
PAYMENT,6,4,7.840000153,195.9900055,Late delivery,1,Water Sports,Metairie,EE. UU.,6441,Harris,LA,70003,06/10/2017 7:41,San Francisco de Macorís,República Dominicana,61060,4,0.02,152759,199.9900055,1,199.9900055,195.9900055,Pelican Sunstream 100 Kayak,6/16/2017 7:41,Standard Class,1,kg
PAYMENT,6,4,78.40000153,159.9900055,Late delivery,1,Water Sports,Findlay,EE. UU.,8522,Smith,OH,45840,06/05/2017 17:19,Mexico City,México,60745,40,0.200000003,152025,199.9900055,1,199.9900055,159.9900055,Pelican Sunstream 100 Kayak,06/11/2017 17:19,Standard Class,1,kg
PAYMENT,6,4,15,149.9900055,Late delivery,1,Water Sports,Findlay,EE. UU.,8522,Smith,OH,45840,06/05/2017 17:19,Mexico City,México,60745,50,0.25,152024,199.9900055,1,199.9900055,149.9900055,Pelican Sunstream 100 Kayak,06/11/2017 17:19,Standard Class,1,kg
PAYMENT,2,1,56.25999832,193.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,7502,Smith,PR,725,06/03/2017 12:04,Tlalnepantla,México,60593,6,0.029999999,151656,199.9900055,1,199.9900055,193.9900055,Pelican Sunstream 100 Kayak,06/05/2017 12:04,First Class,1,kg
TRANSFER,3,4,62.40000153,159.9900055,Advance shipping,0,Water Sports,Caguas,Puerto Rico,2293,Collier,PR,725,06/03/2017 1:12,Santo Domingo,República Dominicana,60562,40,0.200000003,151587,199.9900055,1,199.9900055,159.9900055,Pelican Sunstream 100 Kayak,06/06/2017 1:12,Standard Class,1,kg
TRANSFER,4,4,-101.9100037,195.9900055,Shipping on time,0,Water Sports,San Francisco,EE. UU.,9636,Cruz,CA,94122,4/30/2017 10:01,Bogotá,Colombia,58258,4,0.02,145770,199.9900055,1,199.9900055,195.9900055,Pelican Sunstream 100 Kayak,05/04/2017 10:01,Standard Class,1,kg
CASH,5,4,64.73999786,165.9900055,Late delivery,1,Water Sports,Montebello,EE. UU.,5977,Shaffer,CA,90640,4/23/2017 20:43,Quetzaltenango,Guatemala,57809,34,0.170000002,144644,199.9900055,1,199.9900055,165.9900055,Pelican Sunstream 100 Kayak,4/28/2017 20:43,Standard Class,1,kg
TRANSFER,1,0,-33.40000153,199.9900055,Shipping canceled,0,Water Sports,Seattle,EE. UU.,7499,Powell,WA,98115,4/23/2017 17:12,San Salvador,El Salvador,57799,0,0,144613,199.9900055,1,199.9900055,199.9900055,Pelican Sunstream 100 Kayak,4/24/2017 5:12,Same Day,1,kg
DEBIT,3,4,58.08000183,159.9900055,Advance shipping,0,Water Sports,Caguas,Puerto Rico,1989,Leach,PR,725,4/22/2017 15:59,Córdoba,México,57727,40,0.200000003,144420,199.9900055,1,199.9900055,159.9900055,Pelican Sunstream 100 Kayak,4/25/2017 15:59,Standard Class,1,kg
DEBIT,2,4,51.04000092,175.9900055,Advance shipping,0,Water Sports,Los Angeles,EE. UU.,7340,Taylor,CA,90016,4/19/2017 7:03,Jiutepec,México,57496,24,0.119999997,143835,199.9900055,1,199.9900055,175.9900055,Pelican Sunstream 100 Kayak,4/21/2017 7:03,Standard Class,1,kg
DEBIT,3,4,48.59999847,179.9900055,Advance shipping,0,Water Sports,Escondido,EE. UU.,10643,Delgado,CA,92025,4/13/2017 18:16,Mixco,Guatemala,57117,20,0.100000001,142870,199.9900055,1,199.9900055,179.9900055,Pelican Sunstream 100 Kayak,4/16/2017 18:16,Standard Class,1,kg
CASH,2,4,4,199.9900055,Advance shipping,0,Water Sports,Caguas,Puerto Rico,9368,Cabrera,PR,725,04/11/2017 11:37,Carrefour,Haití,56961,0,0,142467,199.9900055,1,199.9900055,199.9900055,Pelican Sunstream 100 Kayak,4/13/2017 11:37,Standard Class,1,kg
DEBIT,2,4,31.68000031,197.9900055,Advance shipping,0,Water Sports,Spring,EE. UU.,91,Smith,TX,77379,02/05/2017 19:35,Villa Canales,Guatemala,52531,2,0.01,131304,199.9900055,1,199.9900055,197.9900055,Pelican Sunstream 100 Kayak,02/07/2017 19:35,Standard Class,1,kg
DEBIT,4,4,141.7400055,283.4700012,Shipping on time,0,Cardio Equipment,Humacao,Puerto Rico,11556,Watson,PR,791,05/08/2017 12:27,Tuxtla Gutiérrez,México,58813,16.5,0.059999999,147209,99.98999786,3,299.9700012,283.4700012,Nike Men's Free 5.0+ Running Shoe,05/12/2017 12:27,Standard Class,1,kg
DEBIT,4,4,55.0699997,260.9700012,Shipping on time,0,Cardio Equipment,Caguas,Puerto Rico,5364,Colon,PR,725,5/28/2017 0:10,Spanish Town,Jamaica,60148,39,0.129999995,150528,99.98999786,3,299.9700012,260.9700012,Nike Men's Free 5.0+ Running Shoe,06/01/2017 0:10,Standard Class,1,kg
DEBIT,2,4,51.31000137,109.1699982,Advance shipping,0,Shop By Sport,Caguas,Puerto Rico,10482,Rivera,PR,725,3/16/2017 12:00,David,Panamá,55181,10.80000019,0.090000004,138006,39.99000168,3,119.9700012,109.1699982,Under Armour Girls' Toddler Spine Surge Runni,3/18/2017 12:00,Standard Class,1,kg
DEBIT,2,4,93.58999634,359.9599915,Advance shipping,0,Cardio Equipment,Caguas,Puerto Rico,382,Lane,PR,725,12/20/2016 0:13,Cairo,Egipto,49256,40,0.100000001,123149,99.98999786,4,399.9599915,359.9599915,Nike Men's Free 5.0+ Running Shoe,12/22/2016 0:13,Standard Class,1,kg
DEBIT,3,4,30.65999985,143.9600067,Advance shipping,0,Shop By Sport,San Juan,Puerto Rico,2422,Sawyer,PR,921,6/16/2015 20:47,Garforth,Reino Unido,11432,16,0.100000001,28597,39.99000168,4,159.9600067,143.9600067,Under Armour Girls' Toddler Spine Surge Runni,6/19/2015 20:47,Standard Class,1,kg
DEBIT,4,4,143.9499969,334.7600098,Shipping on time,0,Boxing & MMA,Humacao,Puerto Rico,11556,Watson,PR,791,05/08/2017 12:27,Tuxtla Gutiérrez,México,58813,25.20000076,0.07,147212,89.98999786,4,359.9599915,334.7600098,Brooks Women's Ghost 6 Running Shoe,05/12/2017 12:27,Standard Class,1,kg
DEBIT,4,4,17.53000069,155.1600037,Shipping on time,0,Shop By Sport,Humacao,Puerto Rico,11556,Watson,PR,791,05/08/2017 12:27,Tuxtla Gutiérrez,México,58813,4.800000191,0.029999999,147208,39.99000168,4,159.9600067,155.1600037,Under Armour Girls' Toddler Spine Surge Runni,05/12/2017 12:27,Standard Class,1,kg
DEBIT,3,4,42.3199997,248.9600067,Advance shipping,0,Cleats,San Juan,Puerto Rico,2422,Sawyer,PR,921,6/16/2015 20:47,Garforth,Reino Unido,11432,50.99000168,0.170000002,28593,59.99000168,5,299.9500122,248.9600067,Perfect Fitness Perfect Rip Deck,6/19/2015 20:47,Standard Class,1,kg
DEBIT,4,4,88.02999878,242.5,Shipping on time,0,Women's Apparel,Caguas,Puerto Rico,4973,Hubbard,PR,725,7/21/2017 2:11,Marseille,Francia,63853,7.5,0.029999999,159616,50,5,250,242.5,Nike Men's Dri-FIT Victory Golf Polo,7/25/2017 2:11,Standard Class,1,kg
DEBIT,2,4,77.75,287.9500122,Advance shipping,0,Cleats,Caguas,Puerto Rico,9266,Whitney,PR,725,05/01/2016 2:28,Lubbock,Estados Unidos,33301,12,0.039999999,83181,59.99000168,5,299.9500122,287.9500122,Perfect Fitness Perfect Rip Deck,05/03/2016 2:28,Standard Class,1,kg
PAYMENT,2,1,1.74000001,43.5,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,10136,Becker,PR,725,09/08/2017 22:37,Rome,Italia,67268,6.5,0.129999995,168122,50,1,50,43.5,Nike Men's Dri-FIT Victory Golf Polo,09/10/2017 22:37,First Class,1,kg
PAYMENT,2,1,100.7900009,287.980011,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,10136,Becker,PR,725,09/08/2017 22:37,Rome,Italia,67268,12,0.039999999,168123,299.980011,1,299.980011,287.980011,Diamondback Women's Serene Classic Comfort Bi,09/10/2017 22:37,First Class,1,kg
PAYMENT,2,1,42.31000137,120.8899994,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,7502,Smith,PR,725,06/03/2017 12:04,Tlalnepantla,México,60593,9.100000381,0.07,151655,129.9900055,1,129.9900055,120.8899994,Nike Men's CJ Elite 2 TD Football Cleat,06/05/2017 12:04,First Class,1,kg
PAYMENT,2,1,136.7599945,290.980011,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,8864,Benson,PR,725,4/22/2015 16:50,Mexico City,México,7653,9,0.029999999,19162,299.980011,1,299.980011,290.980011,Diamondback Women's Serene Classic Comfort Bi,4/24/2015 16:50,First Class,1,kg
PAYMENT,2,1,-99.44999695,397.7999878,Late delivery,1,Cameras ,Caguas,Puerto Rico,17888,Fulton,PR,725,12/21/2017 2:30,Visakhapatnam,India,74335,54.24000168,0.119999997,177650,452.0400085,1,452.0400085,397.7999878,Web Camera,12/23/2017 2:30,First Class,1,kg
PAYMENT,2,1,66,150,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,7502,Smith,PR,725,06/03/2017 12:04,Tlalnepantla,México,60593,0,0,151654,50,3,150,150,Nike Men's Dri-FIT Victory Golf Polo,06/05/2017 12:04,First Class,1,kg
PAYMENT,2,1,23.62000084,164,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,7502,Smith,PR,725,06/03/2017 12:04,Tlalnepantla,México,60593,36,0.180000007,151652,50,4,200,164,Nike Men's Dri-FIT Victory Golf Polo,31/02/2017,First Class,1,kg
PAYMENT,2,1,67.84999847,260.9599915,Late delivery,1,Cleats,Caguas,Puerto Rico,10136,Becker,PR,725,09/08/2017 22:37,Rome,Italia,67268,38.99000168,0.129999995,168126,59.99000168,5,299.9500122,260.9599915,Perfect Fitness Perfect Rip Deck,09/10/2017 22:37,First Class,1,kg
PAYMENT,2,1,66.29000092,254.9600067,Late delivery,1,Cleats,Caguas,Puerto Rico,10136,Becker,PR,725,09/08/2017 22:37,Rome,Italia,67268,44.99000168,0.150000006,168125,59.99000168,5,299.9500122,254.9600067,Perfect Fitness Perfect Rip Deck,09/10/2017 22:37,First Class,1,kg
DEBIT,5,4,24,299.9599915,Late delivery,1,Children's Clothing,Brooklyn,EE. UU.,13812,Fernandez,NY,11226,10/22/2017 14:30,Krefeld,Alemania,70259,57.13999939,0.159999996,173574,357.1000061,1,357.1000061,299.9599915,Children's heaters,10/27/2017 14:30,Standard Class,1,kg
DEBIT,5,4,10.65999985,106.5899963,Late delivery,1,Men's Footwear,Normal,EE. UU.,6722,Smith,IL,61761,09/10/2017 18:46,Cagliari,Italia,67394,23.39999962,0.180000007,168453,129.9900055,1,129.9900055,106.5899963,Nike Men's CJ Elite 2 TD Football Cleat,9/15/2017 18:46,Standard Class,1,kg
DEBIT,5,4,9.899999619,29.98999977,Late delivery,1,Shop By Sport,Normal,EE. UU.,6722,Smith,IL,61761,09/10/2017 18:46,Cagliari,Italia,67394,10,0.25,168454,39.99000168,1,39.99000168,29.98999977,Under Armour Girls' Toddler Spine Surge Runni,9/15/2017 18:46,Standard Class,1,kg
DEBIT,5,4,41.02999878,87.29000092,Late delivery,1,Kids' Golf Clubs,Normal,EE. UU.,6722,Smith,IL,61761,09/10/2017 18:46,Cagliari,Italia,67394,2.700000048,0.029999999,168456,89.98999786,1,89.98999786,87.29000092,Polar FT4 Heart Rate Monitor,9/15/2017 18:46,Standard Class,1,kg
DEBIT,6,4,-33.79000092,383.980011,Late delivery,1,Fishing,Murfreesboro,EE. UU.,7842,Smith,TN,37130,08/02/2015 11:26,Aix-en-Provence,Francia,14625,16,0.039999999,36584,399.980011,1,399.980011,383.980011,Field & Stream Sportsman 16 Gun Fire Safe,08/08/2015 11:26,Standard Class,1,kg
DEBIT,6,4,-8.5,339.980011,Late delivery,1,Fishing,Roseville,EE. UU.,4040,Hart,MI,48066,9/29/2015 15:33,Caen,Francia,18610,60,0.150000006,46513,399.980011,1,399.980011,339.980011,Field & Stream Sportsman 16 Gun Fire Safe,10/05/2015 15:33,Standard Class,1,kg
DEBIT,2,4,1.519999981,116.9899979,Advance shipping,0,Men's Footwear,Howell,EE. UU.,1141,Koch,MI,48843,02/08/2015 9:24,San Miguelito,Panamá,2631,13,0.100000001,6598,129.9900055,1,129.9900055,116.9899979,Nike Men's CJ Elite 2 TD Football Cleat,02/10/2015 9:24,Standard Class,1,kg
DEBIT,3,4,-197.9100037,113.0899963,Advance shipping,0,Men's Footwear,Escondido,EE. UU.,10643,Delgado,CA,92025,4/13/2017 18:16,Mixco,Guatemala,57117,16.89999962,0.129999995,142871,129.9900055,1,129.9900055,113.0899963,Nike Men's CJ Elite 2 TD Football Cleat,4/16/2017 18:16,Standard Class,1,kg
DEBIT,5,4,-82.90000153,113.0899963,Late delivery,1,Men's Footwear,Albuquerque,EE. UU.,7510,Smith,NM,87111,1/22/2015 8:33,Caracas,Venezuela,1464,16.89999962,0.129999995,3647,129.9900055,1,129.9900055,113.0899963,Nike Men's CJ Elite 2 TD Football Cleat,1/27/2015 8:33,Standard Class,1,kg
DEBIT,3,4,26.52000046,110.4899979,Advance shipping,0,Men's Footwear,Escondido,EE. UU.,10643,Delgado,CA,92025,4/13/2017 18:16,Mixco,Guatemala,57117,19.5,0.150000006,142869,129.9900055,1,129.9900055,110.4899979,Nike Men's CJ Elite 2 TD Football Cleat,4/16/2017 18:16,Standard Class,1,kg
DEBIT,5,4,38.66999817,110.4899979,Late delivery,1,Men's Footwear,Albuquerque,EE. UU.,7510,Smith,NM,87111,1/22/2015 8:33,Caracas,Venezuela,1464,19.5,0.150000006,3645,129.9900055,1,129.9900055,110.4899979,Nike Men's CJ Elite 2 TD Football Cleat,1/27/2015 8:33,Standard Class,1,kg
DEBIT,5,4,63.88000107,188.9900055,Late delivery,1,Shop By Sport,Marion,EE. UU.,1763,Huffman,OH,43302,4/23/2017 4:57,Caracas,Venezuela,57764,11,0.059999999,144524,199.9900055,1,199.9900055,188.9900055,Nike Men's Kobe IX Elite Low Basketball Shoe,4/28/2017 4:57,Standard Class,1,kg
DEBIT,2,4,-37.90000153,45.5,Advance shipping,0,Women's Apparel,Los Angeles,EE. UU.,7340,Taylor,CA,90016,4/19/2017 7:03,Jiutepec,México,57496,4.5,0.090000004,143836,50,1,50,45.5,Nike Men's Dri-FIT Victory Golf Polo,4/21/2017 7:03,Standard Class,1,kg
DEBIT,2,4,3.49000001,290.980011,Advance shipping,0,Camping & Hiking,Los Angeles,EE. UU.,7340,Taylor,CA,90016,4/19/2017 7:03,Jiutepec,México,57496,9,0.029999999,143837,299.980011,1,299.980011,290.980011,Diamondback Women's Serene Classic Comfort Bi,4/21/2017 7:03,Standard Class,1,kg
DEBIT,5,4,120.5299988,245.9799957,Late delivery,1,Camping & Hiking,Marion,EE. UU.,1763,Huffman,OH,43302,4/23/2017 4:57,Caracas,Venezuela,57764,54,0.180000007,144526,299.980011,1,299.980011,245.9799957,Diamondback Women's Serene Classic Comfort Bi,4/28/2017 4:57,Standard Class,1,kg
DEBIT,4,4,47.04000092,97.98999786,Shipping on time,0,Cardio Equipment,Salina,EE. UU.,10790,Smith,KS,67401,3/23/2016 12:30,Waitakere,Nueva Zelanda,30658,2,0.02,76584,99.98999786,1,99.98999786,97.98999786,Nike Men's Free 5.0+ Running Shoe,3/27/2016 12:30,Standard Class,1,kg
TRANSFER,5,4,9.5,189.9900055,Late delivery,1,Water Sports,Vista,EE. UU.,5979,Kerr,CA,92084,07/04/2015 6:23,Aachen,Alemania,12624,10,0.050000001,31605,199.9900055,1,199.9900055,189.9900055,Pelican Sunstream 100 Kayak,07/09/2015 6:23,Standard Class,1,kg
DEBIT,3,4,60.47999954,188.9900055,Advance shipping,0,Water Sports,San Juan,Puerto Rico,2422,Sawyer,PR,921,6/16/2015 20:47,Garforth,Reino Unido,11432,11,0.059999999,28595,199.9900055,1,199.9900055,188.9900055,Pelican Sunstream 100 Kayak,6/19/2015 20:47,Standard Class,1,kg
TRANSFER,6,4,50.40000153,179.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,11780,Norman,PR,725,6/15/2015 12:33,Capelle aan den IJssel,Países Bajos,11340,20,0.100000001,28356,199.9900055,1,199.9900055,179.9900055,Pelican Sunstream 100 Kayak,6/21/2015 12:33,Standard Class,1,kg
PAYMENT,2,4,54.45999908,173.9900055,Advance shipping,0,Water Sports,Caguas,Puerto Rico,7723,Whitney,PR,725,06/01/2015 0:18,Manchester,Reino Unido,10346,26,0.129999995,25897,199.9900055,1,199.9900055,173.9900055,Pelican Sunstream 100 Kayak,06/03/2015 0:18,Standard Class,1,kg
TRANSFER,5,4,18.97999954,167.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,6023,Webb,PR,725,5/28/2015 18:32,Pilar,Brasil,10124,32,0.159999996,25295,199.9900055,1,199.9900055,167.9900055,Pelican Sunstream 100 Kayak,06/02/2015 18:32,Standard Class,1,kg
DEBIT,3,4,22.07999992,165.9900055,Advance shipping,0,Water Sports,Wayne,EE. UU.,10506,Smith,NJ,7470,5/28/2015 14:20,Indaial,Brasil,10112,34,0.170000002,25270,199.9900055,1,199.9900055,165.9900055,Pelican Sunstream 100 Kayak,5/31/2015 14:20,Standard Class,1,kg
PAYMENT,5,4,96,191.9900055,Late delivery,1,Water Sports,New Castle,EE. UU.,640,Smith,DE,19720,4/28/2015 9:49,Chinautla,Guatemala,8044,8,0.039999999,20092,199.9900055,1,199.9900055,191.9900055,Pelican Sunstream 100 Kayak,05/03/2015 9:49,Standard Class,1,kg
DEBIT,4,2,49.40000153,189.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,942,Smith,PR,725,4/27/2015 12:27,León,Nicaragua,7983,10,0.050000001,19956,199.9900055,1,199.9900055,189.9900055,Pelican Sunstream 100 Kayak,05/01/2015 12:27,Second Class,1,kg
DEBIT,4,2,66.15000153,188.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,942,Smith,PR,725,4/27/2015 12:27,León,Nicaragua,7983,11,0.059999999,19954,199.9900055,1,199.9900055,188.9900055,Pelican Sunstream 100 Kayak,05/01/2015 12:27,Second Class,1,kg
CASH,4,4,-27.70999908,169.9900055,Shipping on time,0,Water Sports,Caguas,Puerto Rico,11784,Cunningham,PR,725,4/26/2015 11:55,Managua,Nicaragua,7913,30,0.150000006,19775,199.9900055,1,199.9900055,169.9900055,Pelican Sunstream 100 Kayak,4/30/2015 11:55,Standard Class,1,kg
PAYMENT,5,2,89.27999878,185.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,5007,Smith,PR,725,4/25/2015 1:14,Cabimas,Venezuela,7814,14,0.07,19543,199.9900055,1,199.9900055,185.9900055,Pelican Sunstream 100 Kayak,4/30/2015 1:14,Second Class,1,kg
PAYMENT,2,4,72,149.9900055,Advance shipping,0,Water Sports,Vallejo,EE. UU.,8814,Sexton,CA,94591,4/19/2015 7:33,Carrefour,Haití,7421,50,0.25,18601,199.9900055,1,199.9900055,149.9900055,Pelican Sunstream 100 Kayak,4/21/2015 7:33,Standard Class,1,kg
